text	user_id	news_id	cluster
They said nothing to apologize to the family of John McCain. God works in mysterious ways.	969239911864791040	politifact15401	0
God would not inflict pain on her. I'm sure being married to Satan himself is enough.	30505028	politifact15401	2
Bet she has great health insurance with no co-pays	4237663930	politifact15401	2
How does she get to use a military hospital? I do wish her well.	3201025997	politifact15401	2
Such hateful responses. It shows the type of people you are.   Wishing flotus a speedy recovery	1040472829	politifact15401	0
"And this white house administration are "" very nice PEOPLE "" "	3101579572	politifact15401	0
Yes they are	1040472829	politifact15401	1
Mainstream media was reporting that she had left the White House to live with her parents.  Time to apologize.	2478381612	politifact15401	0
"Poor Donald! He must be simply devastated, that his wife, who he adores is in hospital! He must be frantic, sitting at her bedside, comforting her, as only a truly loving husband can do!

No, only kidding, I bet Donald doesn't even bother writing her an invisible card!"	782959125076414464	politifact15401	0
If this were Michelle Obama,  Would your comment be the same?	815689849571151872	politifact15401	0
"No, if it were Obama & Michele, we both KNOW he would be at her bedside!

The difference, is that Trump thinks HE is the most important person in any relationship, who else would be sleeping with multiple women, after his wife had just given birth to his son! #BOT #PissOff"	782959125076414464	politifact15401	0
Get well soon	1115904920	politifact15401	2
Sad about all the negative comments. Must be American.?  We have problems as well but keep them to ourselves.	923552665744953350	politifact15401	0
Ugly.	18080307	politifact15401	0
Trump won't visit her in the hospital.  Unless the visit can be turned into a huge photo-op.	938507235826782208	politifact15401	2
WAIT... SHE'S allowed to remain in the hospital UNTIL THE END OF THE WEEK????? WTF??? I've had more difficult kidney proceedures, been in the ICU and the MAX number of days was 2. She needs to have the common man's insurance. 	111077399	politifact15401	0
She may be paying out of pocket to be able to stay away from the Kleptocrat...	733867566	politifact15401	0
Please get well soon.  America loves you	89818376	politifact15401	0
"Thank her lucky stars that she married the ""dotard,"" and has good healthcare coverage."	3165245613	politifact15401	2
I wish a fast recovery to Mrs Trump. I will not comment on politics and make any disparaging against her.	311632838	politifact15401	0
You don't do that procedure for kidney stones. I looked up the procedure, is pretty serious. They just aren't telling the diagnosis at all	477474628	politifact15401	2
Now if we made a cruel comment about Melania we would be wrong!!!  I can't stoop to their level, but I really don't care, sorry!!!	758025345408925696	politifact15401	0
Standing next to the orange Pustule is pure toxic poisoning 	265665561	politifact15401	1
May she recover nicely, thats the best i can do.	788089056118841345	politifact15401	0
Trump uses her kidney to golf with. Ok not funny, but not surprising either.	978021401729777665	politifact15401	0
Poor Melania. You can only digest so much bullshit before your kidneys act up.	195698847	politifact15401	2
Sending thoughts & prayers for a quick recovery!!	2997430055	politifact15401	2
who cares?	306512683	politifact15401	2
Its actually a vaginal rejuvenation that trump is making her get.	933145401942859776	politifact15401	2
Trump:	966740329041772544	politifact15401	2
"So?*

 *Sarcasm"	19889832	politifact15401	2
Let's not kid ourselves on this, these people lie so much it could be plastic surgery for all we know.	2905444113	politifact15401	0
I was thinking the exact same thing.	1228127138	politifact15401	1
Hope it wasn't stemming from an STD because she's married to a disgusting POS philanderer	3124050003	politifact15401	2
That is uncalled for. Really. I doubt she's had sex with him for a decade	477474628	politifact15401	2
Your man stressing you out?	38204386	politifact15401	2
He's stressing the whole world out! 	477474628	politifact15401	2
Melania deserves kindness, respect and well wishes. So many cruel comments. How many of you have divorced a spouse because you're acting like she's a disliked X. We need more love to stop the hatred and wars and upheaval. Can we be kinder? #love begets love Create a loving life	477474628	politifact15401	2
God bless her	2611786073	politifact15401	1
And so like Trump to stay at the White House	2944933053	politifact15401	0
http://www.fongbeefze.com/ 	725618975124668416	politifact15401	0
Well Melania was able to get away from him for a couple of days, Good for her.	382370203	politifact15401	2
While the slovenian 3rd wife of donny get 1st class health care, millions of chicken woke up in this country without food or healthcare.	702589669	politifact15401	0
Yeah, where is this cheap health care that Fuckface said would happen!	803810059490709504	politifact15401	0
probably to get a pee refill. Sorry couldn't resist this one 	243287687	politifact15401	2
"Has anyone told the ""don""? Does Baron live near either one of them?"	770449626	politifact15401	2
Baron is a forgotten soul!	803810059490709504	politifact15401	1
wish her a speedy recovery	238668583	politifact15401	2
Glad everything turned out well.	192547183	politifact15401	0
#thoughtsandprayers hard living good life under #dicktator trump	2967290419	politifact15401	2
Praying for a speedy recovery, complete healing, and safe trip home 	2859668566	politifact15401	2
And it didn't take long for the Trump HATERS to say something.	3393778120	politifact15401	2
.Amazing how fast her getting into surgery was. #Vets can't even get treatment for #cancer that quickly & they have a #LifeThreatening illness. Proves how MONEY gets you preferential treatment!	2792575986	politifact15401	0
Prayers for Melania 	3246885733	politifact15401	1
God bless our First Lady with a speedy and full recovery 	200188892	politifact15401	2
I pray that she'll recover well. I've got kidney disease and it's not fun. God bless her.	31665561	politifact15401	2
I hope you pass away. Helping that monster in White House while lying to kids about bullying programs. Disgusting.	854862153328852993	politifact15401	0
I'm gonna need some sort of proof of life on this one...we all know she knows too much.	18961822	politifact15401	2
Must Be Nice To Have Health Care That's Paid For!	815871284	politifact15401	2
I hope she recovers completely and quickly.	557862834	politifact15401	2
Boo hoo	404450625	politifact15401	0
We know it wasn't brain surgery ...	827294985385033732	politifact15401	0
That's a LONG time to be hospitalized.	1193376632	politifact15401	2
Yes I know. He's horrible.	15368940	politifact15401	2
Yeah, could care less. Died bitch, like all the others your hubby is trying to kill. #CHIPS #Eldery #ObamaCare	3997474157	politifact15401	1
You'd think he'd make a visit, wouldn't you? Stay with her?	15368940	politifact15401	2
Where is our gift? Inside our heart. What is our purpose? To open it and start giving our gift away.	1246618968	politifact15401	2
Praying for our #FLOTUS!	741334289376116736	politifact15401	1
Yea and who is paying for that	866583605660721152	politifact15401	1
Probably not obamacare!!	249930889	politifact15401	0
Who gives a flying f*ck?	825752081160105987	politifact15401	1
I hope she can recover quickly.	124868958	politifact15401	2
Harry Reid had Tumor removed from Pancreas. Caught early. Prognosis: Good	498167911	politifact15401	0
An Undocumented Illegal Immagrant goes to Walter Reed for treatment. Damn, is this available for the DACA STUDENTS?	3102583561	politifact15401	2
Best wishes and prays from our family to you Melania. A speedy recovery and best of health to you. Relax and take care of yourself.	805441182880956416	politifact15401	0
#prayforflotus	389831604	politifact15401	1
Prayers for a fast recovery...	88496089	politifact15401	0
... and treatment at Walter Reed was for battered wife syndrome, o' no, a kidney problem	832320152616235009	politifact15401	2
It's nice to see free healthcare for illegal immigrants.	92783808	politifact15401	0
she never complains or stands against his inhumane attitude so why save her from what she enjoys?Kelly Sadler shld make comments on her too since is acceptable in this White House to make jokes with ailments	887945245744300032	politifact15401	0
Now all she has to worry is removing that other cancerous thing she's married to....	950070368395382789	politifact15401	0
Wishing you the fastest, safest, and most speediest recovery Mrs. Trump!	3001629027	politifact15401	0
Will be in my prayers	4591212675	politifact15401	1
Dearest Melania: praying for a very speedy recovery! I know your are receiving the very best of care and from the best Medical Staff in the world!  Get plenty of rest; drink plenty of water, and hurry back! The White House and our Nation is NOT the same without you-God blessings!	885960937	politifact15401	0
Pills and alcohol are not good for the kidneys as well as liver , Trump is killing his wife	943455843403657217	politifact15401	0
you're out of the business poser :)	101096284	politifact15401	2
an ABORTION	808314708763832321	politifact15401	1
And still had the time to meet 3 freed American hostages at 3 am just days ago?  She's Batwoman!  	2831985279	politifact15401	2
Thank God	803406919222366211	politifact15401	1
Prayers for the First Lady!	759095103445082112	politifact15401	2
She probably didn't want him there. I would imagine he makes her want to vomit.	198357693	politifact15401	2
Did she try to poison herself?	362880587	politifact15401	2
I rather have my parents there, then him, wouldn't you?	1899387469	politifact15401	2
She probably didn't want him there.	41109486	politifact15401	1
Pretty Sad that he couldn't take the time away from his busy golf schedule to be there, but, I'm sure he will wave to her from his golf cart	2192724056	politifact15401	2
i'm surprised he didn't go golfing	15715669	politifact15401	1
Per Melania's request...	829859948502929409	politifact15401	0
"Wow. When my wife undergoes even a minor surgery I'm there for her. It doesn't matter what else is going on - my wife and kids come before everything and lets face it - the only thing he's doing at the WH is watching TV during ""executive"" time. His priorities are messed up."	351162534	politifact15401	2
yeah, saw that too.   OTOH, she may be more comfortable without him around...	2851359505	politifact15401	0
Who cares she deserves everything that he does to her.	22077710	politifact15401	2
Melania probably insisted that he stay away.	24174591	politifact15401	2
He is disgusting.	220983367	politifact15401	0
Odds he had her poisoned (since she's not getting jiggy- which is all he cares about)?	786027155566301184	politifact15401	2
A narcissist is incapable of empathy, even for his third wife.	765954175037472773	politifact15401	0
Not in contract....	1135657093	politifact15401	0
She is relishing not having to be in the same building with him. Free Melania!!	3368749113	politifact15401	0
I second that.	235786671	politifact15401	2
Dotard: BeGone	59513330	politifact15401	1
Someone needs to be there to yell at the TV.	18155527	politifact15401	2
He just continues to suck in every way.	2165755296	politifact15401	2
poison??	3902218894	politifact15401	0
She's no longer without scaring, time for a new mail order porn star.	16744359	politifact15401	2
Guess we know now how to keep him at work.	4892627313	politifact15401	0
Super husband among other things.	4746484757	politifact15401	0
That's okay. I bet her Tiffany's security guard boyfriend was there.	786921500142145537	politifact15401	2
"Easy on him Red. There was probably something really good on TV.
#NotMyPresident #NeverMyPresident"	821332856626679809	politifact15401	0
Fox and Friends isn't going to watch itself!	110763904	politifact15401	0
"I'm assuming ""benign kidney surgery"" is the code for cosmetic procedure. Either way, I hope she has a fast recovery and I wish her be best."	365484487	politifact15401	2
What a shitty thing to say.	2802578326	politifact15401	2
If they prove me wrong, happy to apologize. Considering how vain the family is, the fact he wasn't at the hospital for support (even w/ an open schedule), and that you have to take so many statements from the WH with a grain of salt, IMO she's having something elective done.	365484487	politifact15401	2
I am sending the First Lady, Melanie, my best wishes on her health.	819797278751764480	politifact15401	2
First Lady, Hope All Goes Well, Get Well Soon	785487486952681472	politifact15401	0
"And guess where the jackwad ""husband"" of hers was all weekend? Golf course in Sterling, VA."	35759674	politifact15401	0
With Trump being a , I do not wish her ill will.	880821355767312385	politifact15401	2
As Dalai Lama notes, qualities like compassion, understanding, kindness, empathy not only cost us nothing, but reward US immensely. Even in this life. There will hopefully be a time in the near future where MAGA deprogrammers will be needed to undo their death cult brainwashing.	904787246175272961	politifact15401	0
Prayers for FLOTUS for speedy recovery. 	3278624900	politifact15401	0
She has a really good health insurance plan for now..	109492841	politifact15401	0
Too bad she cant have the 300 lb. tumor that keeps following her around removed	966337953105510400	politifact15401	0
Too mean?  who cares, her Kidney is dying anyway.  #Melania #BeBest	835526448173756416	politifact15401	2
All the best to her for a speedy recovery.	4079118263	politifact15401	1
So fucking what	17115086	politifact15401	1
My guess... rally!	25503160	politifact15401	0
Staying home and sucking up all the adulation for him coming from Israel  was more important than his wife.	2504634312	politifact15401	2
I just want to know who's watching Barron, since Don certainly isn't going to suddenly start acting like a caring father in her absence.	15447907	politifact15401	2
Melanias parents.	25503160	politifact15401	2
He hates her now so I'm not surprised. This is a totally sham marriage.	360076475	politifact15401	2
I think she hates him. They hate each other, but no Evangelical Christians will ever believe that!	25503160	politifact15401	0
Be well!	267849749	politifact15401	0
Well wishes for a speedy recovery Melania. You're a good person. Wish you had the right person by your side	730198625792327681	politifact15401	0
How did they commit the biggest massacre in decades? Killing terrorist is not a massacre, more like a act of kindness to the world. They were terrorist.	728286360159817729	politifact15401	0
Looks like all went well. Thank God. 	831883432439447555	politifact15401	0
We pray for complete restoration and healing	459377073	politifact15401	0
Has Melania been seen yet?	2301942524	politifact15401	2
I understand Agolf Twitler let her out to donate a kidney to replace the one that failed because of his dependency on Propecia.	983150033368375296	politifact15401	2
I reckon Trump will find this a real inconvenience. I hope he will let her recuperate before subjecting her to his carnal desires.	25724817	politifact15401	2
I dont give a rats ass. Why should I care about about some super wealthy gold digger who husband just took healthcare away from children? I just dont care what happens to them.	367670522	politifact15401	0
Revolt , resist , raise a fist , but don't hate . Hate will eat you up , and spit you out. HATE doesn't make you any better than those other guys. Anger should be focused on ways to vote them out of office.	983150033368375296	politifact15401	2
Seedy?	3278954568	politifact15401	0
Lol!	369249722	politifact15401	2
Believe this was back in May of this year. And we are so grateful our First Lady had a speedy recovery.	720998401081532416	politifact15401	0
Prayers	889539974231715842	politifact15401	1
No distinction between invasive and minimally invasive especially when done radial	1976301170	politifact15401	0
for Our Beautiful FLOTUS!	991753896484786176	politifact15401	1
Prayers for a speedy recovery	827902567376097281	politifact15401	2
Best wishes and speedy recovery to the First Lady!	275557738	politifact15401	2
Best wishes for a speedy recovery!	706811676	politifact15401	2
I know that feeling been thru it..	266463800	politifact15401	0
Praying	1300474987	politifact15401	1
The LORD has perfectly done it for you Amen.	951404634253479937	politifact15401	0
Hope you are getting better and not in pain Mrs trump	947436522696929280	politifact15401	0
I am bored...i think I should shave my legs today.	990651819301986304	politifact15401	0
Disgusting that dems are saying this is Karma for making fun of Hillary's back brace.	200989078	politifact15401	2
I'm too busy praying for #JohnMcCain	60505699	politifact15401	1
I hope it's not more serious then they are admitting. It would be so horrible if she turned out to be severely sick.	89004892	politifact15401	2
We send prayers of healing an quite recovery feel better many blessings	913810145192398849	politifact15401	2
!	994223976707747840	politifact15401	2
Best wishes to #FLOTUS	2279856378	politifact15401	0
Melania we are praying for a speedy recovery & that you will be back home soon.	881984021554712577	politifact15401	0
Praying	993562091838672897	politifact15401	1
Praying	814887353428901888	politifact15401	1
Prayers for healing	3554067859	politifact15401	0
Prayers	297707887	politifact15401	1
Oh no. :-( 	785309649931214848	politifact15401	2
Prayers for our wonderful FLOTUS 	64932923	politifact15401	1
Prayers	420026228	politifact15401	1
Am here praying 	953394745681809409	politifact15401	2
DEAR first lady Melania Trump you are a gem and as GOD would have it HIS FAVOR was the light in Donald J TRUMP'S eye you had his attention and admiration WE LOVE you too!	195235432	politifact15401	0
I have no doubt he reminded his queen their lives were in danger by the liberals OUT there watch her eyes	195235432	politifact15401	1
Her eye DIRECTION darts quickly out twice	195235432	politifact15401	1
And This???	2585366864	politifact15401	2
Maybe she doesn't agree	195235432	politifact15401	1
She don't feel lovey dovey	195235432	politifact15401	1
Shut up! She had some plastic surgery to add to her collection	32754729	politifact15401	1
In case u ever aren't sure Mrs.Trump, this is from the bottom of my heart. I feel sure I speak 4 millions of Americans on this . Get well soon. Always there for U.	1219894782	politifact15401	0
Praying for you  receive your healing in Jesus name Amen.	951404634253479937	politifact15401	0
Someone has to. It won't be her husband	457206212	politifact15401	2
Energetically speaking, kidney issues represent holding in, well, being 'pissed off'. I cannot imagine being married to that asshole and chronic philanderer/liar and not be fucking pissed off.	1959430596	politifact15401	2
"I'm no Melania fan, not by a long shot, but it pisses me off that The Great Orange Menace doesn't make ANY effort..kidney surgery is no joke, would have cost him nothing to be a teensy bit kind
Gonna console myself w/the thought she told him to fck off, she didn't want him there"	741359482580635648	politifact15401	2
#FakeNews Melania actually had a Donaldectomy	719586401713434625	politifact15401	1
Kidney surgery or cosmetic surgery?	4365352396	politifact15401	0
Unfortunately who can believe anything that comes out of the WH.	823577726070194177	politifact15401	2
It'd BE BEST if he weren't there	34106968	politifact15401	1
Wrong-o. He is on his way to visit Melania (via AP news). Put down that koolaid and find out real news. Do you blindly believe everything on twitter? Find out and think for yourselves.	15136857	politifact15401	0
Bug off. No one asked for your snotty hate filled opinion.	3311799854	politifact15401	2
BTW, Edan Clay is one of my followers for a long time and I like and respect him, we don't agree and can have tiffs but he is open for discussion and very nice--just wrong on this.	15136857	politifact15401	0
How is giving you an AP news correction a hate-filled opinion? Oh, I hit a nerve.	15136857	politifact15401	2
It was the tone of your message. Read it again. You were very snotty	3311799854	politifact15401	0
"But he went after ""work""..... I would never let my husband have surgery while I was at work then go see him later. Most people who love their spouse wouldn't either. If you can golf every weekend then you can take a few hours out to sit bed side."	1140728275	politifact15401	2
Ok you're right, he's a bad man. Or...you just don't know and could think the worst if you want to.	15136857	politifact15401	0
??? How could you possibly see it any other way? Would you let your significant other have aurgery alone while you watched Fox news and tweeted or would you be there?	1140728275	politifact15401	2
I swear things get worse every day with him as our dictator	3311799854	politifact15401	1
Surgications!!! Great idea!	3311799854	politifact15401	2
I can't help but think it's something she caught from him.	2667724504	politifact15401	2
Me too. Kidneys would be HepC I think. Let's not start rumors though LOLOL. Good knows there are plenty of those going around	3311799854	politifact15401	0
Shush, no leaks! 	2667724504	politifact15401	0
I think she'd rather see a dark shadowy figure in a cloak, carrying a scythe, standing at the foot of her bed rather than her husband.	28554386	politifact15401	2
Totally; not that she wants to see the Grim Reaper, but if you have to choose than, yeah...	793902637733146624	politifact15401	0
Ohhhh, good one LOLOL	3311799854	politifact15401	1
I'd rather wake up and see Harold Shipman going over my notes with a mischievous glint in his eye	28554386	politifact15401	2
That would require some shred of compassion / empathy / decency / love.	793902637733146624	politifact15401	1
Which he has absolutely none of.	2420158367	politifact15401	2
Like, pathologically doesn't have any. Like a pyschopath. His life is duping marks and enriching himself and his own. Come on Mueller.	16082694	politifact15401	0
Or she told him to keep his sorry ass away!! 	790626212183994368	politifact15401	1
I think she's faking it just to get a week away from him.	19655776	politifact15401	2
"Might I suggest she go to the flu containment ward and start giving out free kisses?

#anythingtostayawayfromhim"	47165379	politifact15401	1
Everyone criticizes drumpf for golfing on Mothers' Day. Why had no one considered that was his gift to her-- not being around?	179323177	politifact15401	2
Donald forced her to pee on him a lot and now she is paying the price	2785323911	politifact15401	2
lol	2785323911	politifact15401	1
Too bad poor sick children and elderly don't have the means to pay for the same predicament.	3997474157	politifact15401	2
Not expecting the Yammering Yam to be by her bedside, or even send flowers. He couldn't even mention her (or the two other mothers of Trump spawn) on Mother's Day. Hope it goes well for her.	16533354	politifact15401	2
I just do not care.	5814622	politifact15401	0
Turns out consuming too much bullshit is bad for your kidneys.	806686138438217728	politifact15401	2
While Trump stays at WH.	2196027312	politifact15401	2
"All you bastards who are making fun of Melania right now yet we say something about shitty McCain you guys have a fit. 
#Hypocrits Melania hasn't killed anyone yet McCain is responsible for 10s of thousands. 

I'll pray our beautiful first lady feels better soon"	752656353387089920	politifact15401	0
any health matter related to our kidneys can be painful..get better	2433961651	politifact15401	0
What I'm hearing is she was caught trying to escape and now has to do a week in the box...	34120701	politifact15401	0
And where is Drumpf? Golfing??	1278234811	politifact15401	2
And Trump remained at the White House while she underwent surgery?!?!?! Moron.	976868875	politifact15401	2
I hope she gets best soon!	803658334737932290	politifact15401	1
Well that hep C thing is real. Donald giving you a kidney?  Oh his messed up too.	923739475	politifact15401	2
Our vision is to serve military families and our nation's active duty, returning war heroes, veterans and our Nation's leaders. This Walter Reed?	777568791626645504	politifact15401	0
Who cares?	813675402	politifact15401	2
Wow this is serious surgery! 	241391691	politifact15401	2
Bullshit	138917150	politifact15401	1
Not remotely surprised one bit. Haven't u been watching and listening to that jerk all this time?	1653547458	politifact15401	0
What is all that information about her clothes and Be Best and planning a dinner doing in a story about a medical procedure?! That's...bizarre.	878391270711975936	politifact15401	2
I thought so too, she planned a dinner and copied from obamas!	17264528	politifact15401	2
I hope she gets better quickly, but if it was anyone else they would get 23 hrs. in the hospital and the boot.	3152983690	politifact15401	2
Really  Michelle went for plastic surgery and her ass is still big and the mole is still there beside her	64411046	politifact15401	2
Absolutely distasteful and not necessary. Have some respect.	754933284149354497	politifact15401	0
Did you mean brain surgery?	809509456568422400	politifact15401	2
Best, most affordable (or even FREE) Healthcare in the entire nation goes to our overpaid, under performing politicians and their families. Hooray!! #politicians #the1percent	19170490	politifact15401	0
TY for posting this, didn't know. Well wishes & prayers to Melania. Godspeed.	760613481313890305	politifact15401	2
She is the first US first lady to undergo such a serious medical procedure while in the White House since Nancy Reagan had a mastectomy in October 1987. Rosalynn Carter underwent surgery to remove a benign lump from her breast in April 1977.	822791641396289536	politifact15401	2
"Hubby to busy to go with her. Hmmm. Did you take a look at his blank schedule for today? 

Meanwhile - I wish Melania well and that she has a speedy and full recovery.

The sooner we get these criminals out of our government the better we and the world will be,"	714720425801084930	politifact15401	2
The sooner you block you, the sooner i won't ever have to talk to you again. You are obviously a hateful spiteful person.Good bye ED	822791641396289536	politifact15401	0
Rotten people say despicable things. Yes isn't it GREAT Obama and his band of thieves have left the White House. Only took him 8 years to ruin America ..so much, hate, violence, lawlessness , racism. You've been drinking too much of the Obama Kool Aid. #AmericaIsSaferWithoutObama	824762287433019393	politifact15401	0
Wonder if she took invokana for phyrusus or whaterver that gave my brother kidney cancer. Twice.	995716387007008772	politifact15401	2
Probably just wanted to get a break from fathead 	783469490	politifact15401	1
And Reid has pancreatic cancer.... in other news	728222719356047361	politifact15401	2
Praying for #FLOTUS for speedy recovery 	913539750149070849	politifact15401	0
Prayers going up for her for speedy healing.	210656743	politifact15401	0
Lord watch over her,hope she's okay..	903659930720329729	politifact15401	0
Safe and speedy recovery	815257954773508096	politifact15401	0
Oh no!! Pray for our dear First Lady!! May she have a smooth safe surgery	17148456	politifact15401	1
Prayers for her full and speedy recovery.	869772987511169025	politifact15401	0
 for a full and speedy recovery.	41830267	politifact15401	0
Godspeed on healing.	946430169840881664	politifact15401	0
Ohhhh nooooo. Get well prayers!	3397615899	politifact15401	0
Prayers and best wishes to her for a speedy and full recovery. God bless her!	872087519201968128	politifact15401	0
"Oh no. Expect a serious investigation into the cause of this.  Trump will go berserk.

If this was a chess move by the evil ones, it's on.

All timetables accelerated."	748573099717595136	politifact15401	0
Prayers for our beautiful First Lady!	785600553610981380	politifact15401	2
That's a horrible headline for Trump. What kind of husband is not at hospital while his wife is in surgery? He spends enough time at the golf course away from work, surely he could have been there. Prayers for a speedy recovery for Melania.	247138147	politifact15401	2
Prayers for flint Michigan kids	794274900	politifact15401	1
You should be praying for John MCCAIN .Who care about Maleni	184169585	politifact15401	2
I wish her God's protection and speedy recovery.	1414780789	politifact15401	0
A vacation from Donnie! Sounds like a plan.	26414624	politifact15401	0
See Donna you can be nice	98787272	politifact15401	1
I hope all goes well for her	116225829	politifact15401	1
Hm that dummy she lives with giving her kidney stones?	780604524113240065	politifact15401	2
Our prayers and thoughts go out for Melania Trump	805564345249918977	politifact15401	2
Dear first Lady. Sorry you're  I'll, but, it's to be expected. Donald Trump is toxic, and when you get out of hospital, keep going, don't look back. He's  killing you, like he's killing America. Run, run Melania. RUN!!	2566442797	politifact15401	0
No sad for the gold-digging bigoted rich white birther lady.	70493517	politifact15401	2
Kind comment - thank you	4838572798	politifact15401	2
I feel the same way her husband has taken our health care and see gets for free.	908879246277382144	politifact15401	2
About time. I guess this is what needed for the Left to show Compassion?	1040337955	politifact15401	2
And what is needed for the right?	813808132547715074	politifact15401	2
...and Prayers for America because Trump is Gutting her of her soul.	991810566	politifact15401	0
She will do anything to stay away from DT... lol. But wishes for a speedy recovery, be best.	2572673312	politifact15401	2
Sending her good vibes.	560647751	politifact15401	0
I wish her well...did she know her husband's decision killed over 50 people today in Israel alone?	827951465926889472	politifact15401	2
Best wishes to Melania here's to a speedy recovery.	24417059	politifact15401	0
Stunning the POTUS didn't accompany Melania to the hospital. Was that his choice or hers?	24417059	politifact15401	2
Feel better soon!!!	776664226857385984	politifact15401	0
:O Hope she's alright.	466822109	politifact15401	2
The whole will be praying for her	290076442	politifact15401	1
Her Husband Is Trying To Kill Her ! ! !	862015052	politifact15401	0
All we did was remove the Individual Mandate. That was a GOOD thing.	954888238627352576	politifact15401	2
Oh is that what they call botox now?	851167948094005248	politifact15401	2
Lies are really bad for kidneys apparently.	46006485	politifact15401	2
"Guess what CNN the name is ""First Lady Melania Trump"" not just Melania Trump. Stop showing disrespect for her. You are such a sorry news media."	21656178	politifact15401	0
If only all of us could have medical care.  Only!	898298608558145536	politifact15401	0
Not many people get to stay 5 or 6 days in the hospital recovering from surgery. Most are out patient or 2 days. Even a Caesarean is only 2 or 3 days.	39682156	politifact15401	0
I see she has no issue with her health coverage..	455995711	politifact15401	0
Indeed,..if it was related to kidney stones that is Definitely not fun. Blessings and wishes for a speedy recovery.	787076591109206016	politifact15401	0
let's start talking bets on who visits her first - donald john or the obamas. (my money is on michelle)	27733550	politifact15401	2
Why does this sound a bit suspicious?	634920177	politifact15401	1
Oh my God! How much is that costing taxpayers?	1961254080	politifact15401	2
Hope she recovers soon, even if she is married to Donald, nobody deserves health troubles, plus reports are coming out saying she doesn't agree with her husband's political decisions most of the time	894337648117956608	politifact15401	0
I remember when Hillary had pneumonia....is Melania healthy to be First Lady?????	20288857	politifact15401	0
Kelly Sadler is putting together a tight 15 on this for her new Netflx special	7137562	politifact15401	1
She may recover more comfortably at her parents' house.	818641629036900352	politifact15401	0
She drank too much of the Kool-Aid	123986347	politifact15401	2
"Kidney pain is basically torture, no joke. I can't stand that woman, but I don't wish that on anyone. 

I just wish everyone here could get the same level of care as she is right now. Hell, I'd settle for half of that. "	1042341	politifact15401	2
Thoughts and prayers....useless, but polite.	2800772266	politifact15401	0
Maybe she can get a private room for a few days and have a break from the White House?	409824643	politifact15401	2
Don't be silly, she lives in NYC, not the White House 	1373449044	politifact15401	2
Stress. Getting to her.	15232292	politifact15401	0
either stress. or alcohol. at least there is nothing else for it but to drink - with this husband and this family... but i'm with CM. i hope she recovers soon. trump meshpoke or not. no one deserves this.	346057696	politifact15401	2
on no other news service	885161611106844673	politifact15401	1
Is it bad that my first thought is: ah is that how they call a nose job now..	825540755854757889	politifact15401	2
"poisoning attempt,

who knows how many others there have been,
these deep state globalists need to be cleansed from the earth
asap"	934562774272811008	politifact15401	0
Bot	5571722	politifact15401	1
Nut	399065347	politifact15401	1
Not my fault you flunked http://botcheck.me , Semyon. Bye shithole	5571722	politifact15401	0
Yes lol bless his heart	2258931420	politifact15401	2
I really hope shes ok.	41451254	politifact15401	0
"#GetWell
#FirstLady"	213643565	politifact15401	2
Get well soon.	246531506	politifact15401	0
If Kimmel makes one disparaging remark about this, he needs to be fired publicly or anyone else for that matter!	966165845071233024	politifact15401	0
"STDs can cause kidney issues.

#justsaying"	875375652060282880	politifact15401	0
OMFG!!! 	767783347124711424	politifact15401	2
Lol...well??!!!	875375652060282880	politifact15401	0
I know!!!! 	767783347124711424	politifact15401	1
Prayers	865022359899709441	politifact15401	1
Meanwhile the orange one played 18 holes.	712604694	politifact15401	0
Wives come and go; golf is only there in nice weather.	820876745675075584	politifact15401	0
DJP, your right on. I think maybe you should write for Chinese fortune cookies.	712604694	politifact15401	0
LOL!!!  Special set of fortune cookies for the 71 year old narcissistic infant!!!	820876745675075584	politifact15401	2
I need her kidneys healthy! For... Things...	992590333560082434	politifact15401	0
DA; for... things...  Da.	820876745675075584	politifact15401	0
Goodbye!	1439508630	politifact14270	1
Though, I do admit to being VERY jealous... ;-)	2847521060	politifact14270	2
That's fun... He deserves a good adventure...	2847521060	politifact14270	0
Ahhh hell, get me off this planet please!	1078088604	politifact14270	2
i would too	771401308448362496	politifact14270	1
lucky mars	2320488392	politifact14270	1
if he goes, at least he will finally help reduce his incredibly big carbon footprint	228529063	politifact14270	2
All that heat might be dangerous for the shuttle...	3319095307	politifact14270	0
Excellent! Hope it's leaving tomorrow. That idiot's not going anywhere. All talk.	1964909868	politifact14270	2
good riddence to bad CIA rubbish	2691710858	politifact14270	1
And Twix, Snickers and...God I bored myself there.	26755570	politifact14270	2
"Just give the UN the guns, and let them fight it out! A shot would never be fired. 
If the world's children couldn't be coaxed into a war... We would have none!
Like I said Let Them Fight It Out!

Better yet let's arm nothing but politicians of all countries! Let them have at it"	230329703	politifact15512	0
The Pope needs to limit his intellect to mythical topics.	512868155	politifact15512	0
Fake news. The Pope did not call for any confiscation. Grow a brain please.	1115596490	politifact15512	0
I Beleave in God But have no respect for man that defends pedophilia programs, changers GODs Words. He needs to stick to scripture & strolls not politics causing harm & slavery around the world.  Remember, Heaven on Earth. WTF does he think he Is ? GOD, Sorry,  HE's NOT he a man	823082907585515522	politifact15512	2
I call for world wide ban on over populating the world.	2580382098	politifact15512	2
I guess we will be getting an Agenda 2030 part B ..... 	724716039712329728	politifact15512	0
Even in NSW a gun amnesty from July 1st SOON we will have nothing to protect ourselves with .while the crims have guns and the muslims carry knives ,ozzi is now fucked.	168116564	politifact15512	0
